0,23,
0,24,
0,25,
0,26,
0,27,
0,28,
0,29,
0,30,
0,31,
0,32,
0,33,
0,34,
0,35,
0,36,
0,37,
0,38,
0,39,
0,40,
0,41,
0,42,
0,43,
0,44,
0,45,
0,46,
0,47,
0,48,
0,49,
0,50,
0,51,
0,52,
0,53,
0,54,
0,55,
0,56,
0,57,
0,58,
0,59,
0,60,
0,61,0.281
0,62,
0,63,
0,64,
0,65,0.436
0,66,
0,67,
0,68,
0,69,
0,70,
1,23,
1,24,
1,25,
1,26,
1,27,
1,28,
1,29,
1,30,
1,31,
1,32,
1,33,
1,34,
1,35,
1,36,
1,37,
1,38,
1,39,
1,40,
1,41,
1,42,
1,43,
1,44,
1,45,
1,46,
1,47,0.218
1,48,0.214
1,49,0.202
1,50,0.211
1,51,0.205
1,52,0.191
1,53,0.215
1,54,0.214
1,55,0.284
1,56,0.285
1,57,0.276
1,58,0.278
1,59,0.284
1,60,0.408
1,61,0.376
1,62,0.36
1,63,0.373
1,64,0.358
1,65,0.366
1,66,0.388
1,67,0.394
1,68,0.399
1,69,
1,70,0.424
2,23,
2,24,
2,25,
2,26,
2,27,
2,28,
2,29,
2,30,
2,31,
2,32,
2,33,
2,34,
2,35,
2,36,
2,37,
2,38,
2,39,
2,40,
2,41,
2,42,
2,43,
2,44,
2,45,
2,46,
2,47,
2,48,
2,49,
2,50,
2,51,
2,52,
2,53,
2,54,0.517
2,55,
2,56,0.521
2,57,0.504
2,58,
2,59,
2,60,
2,61,
2,62,
2,63,
2,64,0.584
2,65,
2,66,0.445
2,67,0.255
2,68,0.616
2,69,0.614
2,70,0.588
3,23,
3,24,
3,25,
3,26,
3,27,
3,28,
3,29,
3,30,
3,31,
3,32,
3,33,
3,34,
3,35,
3,36,
3,37,
3,38,
3,39,
3,40,
3,41,
3,42,
3,43,
3,44,
3,45,0.666
3,46,
3,47,
3,48,
3,49,
3,50,
3,51,
3,52,
3,53,
3,54,
3,55,
3,56,
3,57,0.547
3,58,
3,59,
3,60,
3,61,
3,62,
3,63,0.4
3,64,0.389
3,65,
3,66,
3,67,0.262
3,68,
3,69,
3,70,
4,23,
4,24,
4,25,
4,26,0.693
4,27,0.674
4,28,0.67
4,29,0.695
4,30,
4,31,
4,32,
4,33,
4,34,
4,35,
4,36,
4,37,
4,38,
4,39,
4,40,
4,41,
4,42,
4,43,
4,44,
4,45,
4,46,
4,47,
4,48,
4,49,
4,50,
4,51,
4,52,
4,53,
4,54,
4,55,0.815
4,56,0.816
4,57,0.816
4,58,0.816
4,59,0.815
4,60,0.816
4,61,0.815
4,62,
4,63,
4,64,
4,65,
4,66,
4,67,
4,68,
4,69,
4,70,
5,23,
5,24,
5,25,
5,26,
5,27,
5,28,
5,29,
5,30,
5,31,
5,32,
5,33,
5,34,
5,35,0.595
5,36,0.585
5,37,0.566
5,38,
5,39,
5,40,
5,41,
5,42,
5,43,0.676
5,44,0.662
5,45,0.668
5,46,0.694
5,47,0.706
5,48,0.72
5,49,0.739
5,50,0.732
5,51,0.741
5,52,0.753
5,53,0.762
5,54,0.769
5,55,0.786
5,56,0.763
5,57,0.756
5,58,0.753
5,59,0.751
5,60,
5,61,0.744
5,62,0.752
5,63,0.723
5,64,0.709
5,65,0.726
5,66,0.727
5,67,0.728
5,68,
5,69,
5,70,0.773
6,23,
6,24,
6,25,
6,26,
6,27,
6,28,
6,29,
6,30,
6,31,
6,32,
6,33,
6,34,
6,35,
6,36,
6,37,
6,38,
6,39,
6,40,
6,41,
6,42,
6,43,
6,44,
6,45,
6,46,
6,47,
6,48,
6,49,
6,50,
6,51,
6,52,
6,53,
6,54,
6,55,0.378
6,56,
6,57,
6,58,
6,59,
6,60,0.445
6,61,0.39
6,62,0.435
6,63,0.44
6,64,0.444
6,65,0.45
6,66,0.467
6,67,0.485
6,68,0.488
6,69,0.506
6,70,
7,23,0.558
7,24,0.558
7,25,0.569
7,26,0.571
7,27,0.579
7,28,0.597
7,29,0.603
7,30,0.609
7,31,0.625
7,32,0.622
7,33,0.624
7,34,0.627
7,35,0.637
7,36,0.648
7,37,0.655
7,38,0.669
7,39,0.677
