country,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Portugal,,,,,,,,,,,,,,,,,0.0706,0.0648,0.0546,0.0472,0.0401,0.0587,0.0236,0.0245,0.0274,0.0259,0.0201,0.0193,0.0302,0.0275,0.0336,0.0366,0.0282,0.0216,0.0216,0.0205,0.0177,0.0146,0.0116,0.0111,0.0119,0.0079,0.0076,0.0075,0.006,0.0058,0.0065,0.0049
Qatar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0.0002,0.0002,
Romania,,,,,,,,,,,,,,,,,,,,,,0.0563,0.22,0.229,0.242,0.237,0.256,0.278,0.286,0.308,0.311,0.31,0.236,0.251,0.221,0.212,0.199,0.199,0.189,0.192,0.202,0.195,0.194,0.188,0.183,0.149,0.133,0.127
Russia,,,,,,,,,,,,,,,,,,,,,,,0.0007,0.0012,0.001,0.0016,0.0012,0.0008,0.0007,0.0015,0.001,0.0006,0.0007,0.001,0.0007,0.0009,0.0007,0.0011,0.001,0.0032,0.0037,0.0028,0.0036,0.0036,0.004,0.0037,0.004,0.0038
Rwanda,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,,,,,,0.191,,,,,,,,,,0.124,,0.437,,,0.0768
Samoa,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,0.357,,,,,0.305,,0.0432,,,,0.0281,,,,,
San Marino,,,,,,,,,,,,,,,,,,,,,,,,,,0.0059,0.0053,0.0035,0.0032,0.003,,,,,,,,,,,,,,,,,,
Sao Tome and Principe,,,,,,,,,,,,,,,,,,,,,,0.0069,,,,,,,,,,,,0.091,0.091,0.091,0.0038,,,,,,,,,,,
Saudi Arabia,,,,,,,,,,,,,,,,,,,,,,,0.0029,,,,,,,,,,,,,,,,,,,,,,0.0004,0.0003,,
Senegal,,,,,,,,,,,,,,,,,,,,,,0.324,,,,,,,,,,0.247,,,,,,,,,,0.301,,,,0.286,,
Serbia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.127,0.139,0.116,0.119,0.156,0.146,0.132,0.127,0.122,0.13,0.134,0.13,0.129,0.0937
Seychelles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0022,,,0.0016,0.0029,0.0025,0.0014
Sierra Leone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.216,,,,,,,,,,0.0642,,,
Singapore,,,,,,,,,,,,,,,,,0.0357,0.0395,0.0334,0.0278,,0.0208,0.0187,0.0186,0.0214,0.0183,0.0218,0.0218,0.0214,0.0218,0.0064,0.02,0.0162,0.0151,0.014,,0.0109,0.0127,0.0106,0.0101,0.0079,0.0116,0.0096,0.008,0.0084,0.005,0.0072,0.007
Slovak Republic,,,,,,,,,,,,,,,,,,,,,,,,,0.0019,0.002,0.0018,0.0011,,0.0021,0.0019,0.002,0.0017,0.0019,0.0025,0.0011,0.0006,0.0013,0.0018,0.0023,0.002,0.001,0.0009,0.001,0.0015,0.0026,0.0018,0.0008
Slovenia,,,,,,,,,,,,,,,,,,,,,,,,0.0456,0.0756,0.066,0.056,0.0885,0.0837,0.0744,0.0661,0.0694,0.0613,0.0569,0.0689,0.0685,0.0711,0.0668,0.0542,0.0691,0.0618,0.0533,0.0514,0.0605,0.0801,0.0544,0.0305,0.0347
South Africa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0198,0.0235,0.0187,0.0138,0.0128,0.01,0.0112,0.0068,0.0144,0.0145,0.0124,0.0113,0.0103,0.0098,0.0082,0.0082,0.0073,0.0074
South Korea,0.504,0.505,0.517,0.496,0.491,0.479,0.445,0.419,0.393,0.37,0.374,0.382,0.364,0.339,0.325,0.306,0.292,0.274,0.273,0.256,0.244,0.227,0.219,0.231,0.222,0.211,0.204,0.196,0.222,0.201,0.193,0.181,0.171,0.166,0.147,0.14,0.134,0.127,0.124,0.118,0.108,0.106,0.104,0.1,0.097,0.0903,0.0866,0.0838
Spain,,,,,,,,,,,,,,,,,0.143,0.133,0.125,0.118,0.105,0.0958,0.0864,0.0836,0.0748,0.0645,0.0581,0.0517,0.0476,0.0413,0.0369,0.0333,0.0289,0.0268,0.0232,0.0231,0.0192,0.0155,0.0139,0.0116,0.0101,0.0097,0.0089,0.0079,0.0078,0.0071,0.0058,0.0055
Sri Lanka,,,,,,,,,,,,,,,,,,,,,,,,0.187,0.188,0.191,0.189,0.183,0.27,0.248,0.265,0.213,0.23,0.213,0.198,0.182,0.217,0.217,0.224,0.223,0.224,0.233,0.194,0.205,0.206,,,0.177
St. Kitts and Nevis,,,,,,,,,,,,,,,,,,,,,,0.0133,,,,,,,,,,0.0081,,,,,,,,,,,,,,,,
St. Lucia,,,,,,,,,,,,,,,,,,,,,,,,0.0415,0.0259,0.0304,0.0217,0.0219,0.011,0.0157,0.0144,,,,,,,,,,,,,,,,,
St. Vincent and the Grenadines,,,,,,,,,,,0.0098,,,,,,,,,,,0.0274,,,,,,,,,,,,,,,,,0.0053,,,,,,,,,
Suriname,,,,,,,,,,,,,,,,,,,,,,,,,,0.0225,0.0258,0.0382,0.0163,,,,,,,,,,,,,,,,,0.0225,,
Sweden,,,,,,,,,,,,,,,,,,0.0068,0.0057,0.0052,0.0051,0.0047,0.0049,0.0057,0.0058,0.0063,0.0061,0.0053,0.0058,0.0069,0.0026,0.005,0.0045,0.0037,0.004,0.0032,0.0023,0.0028,0.0028,0.0024,0.0023,0.002,0.0026,0.0021,0.0023,0.0025,0.0027,0.0026
Switzerland,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0463,0.0448,0.041,0.0406,0.0356,0.0343,0.0338,0.0309,0.0279,0.029,0.0323,0.0318,0.0256,0.0272,0.0248,0.0279,0.0267,0.0266,0.0261,0.0254,0.0246,0.0255
Syria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.441,,,,,0.188,0.191,0.167,0.114,0.112,0.0817,,,,,,
Tajikistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.335,,,,,,0.0028,,,,,,,,
Tanzania,,,,,,,,,,,,,,,,,,,,,,0.005,,,,,,,,,,0.0238,,,,,0.13,,,,,0.429,,0.384,0.503,,,
Thailand,,,,,,,,,,,,,,,,,,0.546,0.581,0.585,0.561,0.532,0.535,0.496,0.486,0.465,0.444,0.451,0.436,0.403,0.398,0.359,0.374,0.352,0.314,0.308,0.305,0.299,0.311,0.285,0.29,0.32,0.322,0.228,0.253,0.237,0.228,
Timor-Leste,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.324,,,0.238,,,,
Tonga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.194,,,,,,,,,,,,,,
Trinidad and Tobago,,,,,,,,,,,,,,,,,,0.0883,0.0859,0.0892,0.0655,0.0627,0.0618,0.0693,0.0676,0.0597,0.0427,0.0423,0.0403,0.0346,0.029,0.0218,0.0194,0.0197,0.0177,0.0174,,,,0.0134,0.0138,0.0144,0.0099,0.0098,0.0067,0.0056,0.0079,
Tunisia,,,,,,,,,,,,,,,,,,,,0.218,,,,,0.0085,,,,,,,,,,,0.129,0.141,0.103,0.0724,0.0741,0.117,0.0799,0.0692,0.0629,,,,
Turkey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.521,0.533,0.496,0.49,0.498,0.417,0.354,0.347,0.345,0.348,0.352,0.354,0.336,0.314,0.294,0.282,0.264,0.259
Tuvalu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0014,,,,,,,,,,,,,,,
Uganda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.433,0.405,,,,,,0.0468,,,0.196,0.302,,,,0.133
Ukraine,,,,,,,,,,,,,,,,,,,,,,,,,,0.0018,0.0018,0.0032,0.0024,0.0126,0.0147,0.0175,0.0229,0.0203,0.0056,0.0046,0.0034,0.0031,0.0034,0.0029,0.0036,0.0037,0.0031,0.0025,0.003,0.0027,0.0024,0.0026
United Arab Emirates,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0.0001,,,,,,,,0.0002,
United Kingdom,,,,,,,,,,,,,,,,,,,,,,,0.011,0.0094,0.0084,0.0084,0.0072,0.0067,0.0061,0.0053,0.0058,0.0048,0.0051,0.0042,0.0045,0.0045,0.0044,0.0046,0.0047,0.0039,0.0041,0.0047,0.0046,0.0049,0.0043,0.0038,0.0042,0.0043
United States,,,,,,,0.0179,0.0182,0.0167,0.0152,0.0132,0.0121,0.0119,0.0109,0.0094,0.008,0.0069,0.0063,0.0062,0.0062,0.005,0.0049,0.0049,0.0043,0.0021,0.0018,0.002,0.0019,0.0015,0.0014,0.0014,0.0014,0.0012,0.0013,0.0012,0.0012,0.0011,0.0013,0.0011,0.0008,0.001,0.001,0.0009,0.0008,0.0008,0.0009,0.0007,0.0007
Uruguay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0257,0.0253,0.0233,0.0242,0.0139,0.0201,0.0272,0.0216,0.0341,0.0296,0.0244,0.0282,0.0201,0.0205,0.0188,0.0179,0.0142,0.0135,0.0134,0.0102
Vanuatu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0921,,,,,,,,
Venezuela,,,,,,,,,,,,,,,,,,,,,,,,,0.0124,0.014,0.0119,0.0094,0.0159,0.0245,0.0228,0.0327,0.0379,0.039,0.0288,0.0367,0.0253,0.018,0.02,0.0184,0.0144,0.0168,0.0173,0.0093,,,,
Vietnam,,,,,,,,,,,,,,,,,,,,,,,,,,,0.615,0.559,0.532,0.541,0.531,0.529,0.526,0.503,0.472,,,0.139,,0.222,0.262,0.248,0.231,0.226,0.265,0.233,0.221,0.214
Yemen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0035,,,,,,,,,,,,,,,0.385,,,
Zambia,,,,,,,,,,,,,,,,,,,,,0.559,0.456,,,,,0.432,,0.394,,0.618,,,,,,,,,,,,0.52,,,,,
Zimbabwe,,,,,,,,,,,,,,,,,,,,,,,,,0.205,,,0.159,,0.161,,,0.136,,,,,,,,,0.0117,0.112,,0.018,,,
